id,keyword,paragraph
143,오디,"분류 : 과일 > 오디. 주요 생산지 : 충북 보은, 강원 원주, 경북 상주, 전북 완주, 정읍. 제철 : 5~6월. 유사재료 : 복분자. 특징 : 특유의 단맛과 부드러운 식감이 특징이며, 익으면 즙이 풍부해지고, 새콤달콤한 맛과 몸에 좋은 성분으로 복분자, 매실과 함께 건강에 좋은 과실로 각광받고 있음. 효능 : 항산화 작용(뽕나무 오디는 안토시아닌 색소를 띠어 노화 방지, 시력 개선 효과에 효과가 있으며 오디씨는 비타민 E가 들어 있어 항산화 효과가 있다.). 열량 : 100g당 56kcal. 음식궁합 : 요구르트와 궁합이 좋음. 활용 : 생으로 먹거나 술, 잼, 아이스크림 등으로 활용함. 고르는 법 : 검은빛이나 짙은 보라색을 띠며 통통하고 무르지 않은 것, 꼭지가 신선하고 시들지 않 은 것이 좋다.. 손질법 : 물에 담가두면 당도가 떨어지고 색소 및 영양성분이 손실되므로 흐르는 물에 빠르게 가볍게 씻어내는 것이 좋다.. 보관법 : 보관 시에는 세척하지 않고 밀봉하여 생으로 냉동 보관하거나, 물기를 뺀 후 비닐팩에 적당량 나눈 후 밀봉해서 냉동 보관한다.. "
144,호박잎,"분류 : 채소류. 주요 생산지 : 충남 부여, 경남 진주, 경기 남양주, 경기 고약, 경기 여주. 제철 : 7월~10월. 유사재료 : 콩잎. 특징 : 일반 채소보다는 약간 깔끄럽고 질긴 느낌이 있으나 특유의 구수한 풍미가 있음. 효능 : 다이어트에 도움, 항암작용, 체내의 산화물질 제거. 열량 : 100g당 27kcal. 음식궁합 : 호박잎은 단백질이 부족하므로, 된장과 함께 먹는 것이 맛과 영양면에서 모두 좋음.. 활용 : 나물용, 쌈용, 국용. 고르는 법 : 잎이 연하고 연한 녹색을 띠며 줄기가 질기지 않은 어린순이 달린 것이 연함. 손질법 : 줄기 부분의 섬유소질을 벗겨내고 물에 헹구어 요리에 이용함. 보관법 : 물기가 있으면 상하기 쉬우므로 신문지에 싸서 냉장고에 보관함. "
145,기장,"분류 : 식량작물. 주요 생산지 : 제주도. 제철 : 연중계속. 유사재료 : -. 특징 : 주로 쌀과 함께 섞어 먹는 혼반용 및 떡의 재료로 이용되며, 중국 동북부에서는 황주를 만드는 원료로, 미국에서는 가축의 사료로 중서부 대평원에서 많이 재배되고 있음. 효능 : 빈혈 예방, 노화방지, 간 기능 증진. 열량 : 100g당 360kcal. 음식궁합 : 오곡밥 (팥, 수수, 보리, 벼 등의 곡식을 섞어 지은 밥으로 탄수화물, 비타민, 각종 무기질의 영양 균형이 이루어져 좋고 맛도 좋다.). 활용 : 오곡밥, 떡, 술. 고르는 법 : 국산 기장은 중국산 기장보다 전체적으로 색이 어두운 노란색이고, 낟알이 작고 배꼽 부위에 검은 반점이 뚜렷함. 손질법 : 기장은 낟알이 작아 흐르는 물에 꼼꼼히 씻어야 하며, 빈 껍질은 털어낸 후 이물질을 골라내면 됨. 보관법 : 잡곡은 소량으로 구입하는 것이 좋으며, 벌레가 생기기 쉬우므로 직사광선을 피해 바람이 잘 통하는 서늘한 곳에 보관하거나, 밀봉하여 냉장 보관함. "
146,매실,"분류 : 과일류 > 기능성 과일류. 주요 생산지 : 광양, 순천, 보령, 하동, 순창, 임실. 제철 : 5월~7월. 유사재료 : 살구. 특징 : 여름철 갈증 해소뿐만 아니라 살균과 향균작용을 도와 식중독을 예방하기 때문에 여름에 꼭 필요한 식품. 효능 : 유기산과 무기질,알칼리성 광물질,비타민E와 식이섬유가 위장운동을 촉진하고 간 기능을 회복하며 빈혈과 변비에 탁월한 효과를 발휘한다. 열량 : 100g당 34kcal. 음식궁합 : 인삼, 대추, 생강과 함께 섭취하면 보양효과를 볼 수 있다. 향신채와도 잘 어울리는데 고기의 잡냄새나 생선의 비린내를 잡으면서 향신채의 강한 향과 맛을 잘 조율해 주어 맛을 높여준다. 건어물인 멸치, 진미채, 보리새우 조리에 함께 이용하면 칼슘, 칼륨 등 영양성분을 높일 수 있다.. 활용 : 식이 섬유소가 많고 저열량,저지방으로 다이어트에 좋다.. 고르는 법 : 색이 선명하고 알이 고르고 단단하며 껍질에 흠이 없고 벌레 먹지 않은 것이 좋다.. 손질법 : 흐르는 물에 여러 번 깨끗이 씻는다.. 보관법 : 1~5℃에서 냉장 보관한다.. "
147,복분자,"분류 : 과실류. 주요 생산지 : 전북 고창,정읍,순창 경북 문경, 청도 경남 김해. 제철 : 6~8월. 유사재료 : -. 특징 : 익은 정도에 따라 성분의 차이가 심하기 때문에 약간 빨간 빛을 띠는것을 고른다.. 효능 : 노화 방지 (안토시아닌계 화합물질로 항산화 기능이 뛰어나며, 비타민A,C 등과 각종 미네랄이 풍부하여 피로 회복에 좋다.). 열량 : 100g당 60kcal. 음식궁합 : 토사자와 함께 복용하면 기를 보하는 효력이 상승한다.. 활용 : 잼, 술, 디저트 등 이용한다.. 고르는 법 : 알이 굵고 탱글탱글하고 약간 빨간 빛을 띠는것을 고른다.. 손질법 : 흐르는 물에 가볍게 씻는다.. 보관법 : 씻지 않고 냉동 보관한다.. "
148,비름나물,"분류 : 채소류. 주요 생산지 : 경기도 양평군, 고양시. 제철 : 3월~4월. 유사재료 : -. 특징 : 자생 조건에 크게 구애받지 않고 전국의 들이나 밭에서 쉽게 자생한다.. 효능 : 칼슘 보충 (칼슘이 풍부한 채소인 비름은 칼슘의 섭취에 도움을 준다.). 열량 : 100g당 33kcal. 음식궁합 : 참기름 (참기름이 부족한 지방산을 보충하여 주며 지용성 비타민의 흡수를 돕는다.). 활용 : 데쳐서 나물로 섭취한다.. 고르는 법 : 잎이 두꺼지 않으면서 부드러운 것을 고른다.. 손질법 : 흐르는 물에 깨끗이 씻어낸다.. 보관법 : 수분이 증발하지 않도록 밀봉하여 냉장 보관한다.. "
149,고추냉이,"분류 : 채소류 > 소스. 주요 생산지 : 강원도. 제철 : 6~7월. 유사재료 : 겨자무 (서양 고추냉이를 일컫는 것으로 겨자무라고도 한다. 겨자무는 잎의 톱니무늬가 없는 것이 특징이다. 고추냉이에 비해 매운 향과 맛이 약한편이다.). 특징 : 우리나라가 원산지이나 일본에서도 생산되고 있으며 저온성 식물로 기온이 낮은 곳에서 잘 자람. 효능 : 위장병 예방 (비타민 C를 안정화시키고 베타아밀라제 같은 소화효소가 있어 위가 아프거나 트림이 날 때, 명치 끝에 묵직한 느낌이 들 때, 헛배가 부를 때 등 만성적인 위장병 치료에 효과가 크다.). 열량 : 100g당 20kcal. 음식궁합 : 생선회 (생선회와 같이 먹으면 살균효과도 있고 생선회 조직의 맛이 살아난다.). 활용 : 생선요리에 간장 등과 함께 양념으로 쓰인다.. 고르는 법 : 과육이 단단하고 윤기가 흐르는 것을 고른다.. 손질법 : 강판에 갈아 이용한다.. 보관법 : 신문지에 싸서 고추냉이가 마르지 않도록 한 뒤 냉장 보관한다.. "
150,아로니아,"분류 : 과일류 > 아로니아. 주요 생산지 : 고창,무주,단양,옥천,문경,상주,거창,금산. 제철 : 8~9월. 특징 : 지구상에 존재하는 과일과 채소 중 안토시아닌을 가장 많이 함유하고 있는 슈퍼 푸드 아로니아.. 종류(구분, 품종) : 블랙초크베리, 레드초크베리, 퍼플초코베리. 효능 및 영양성분 : 다량의 안토시아닌은 항산화작용이 강하여 노화 방지와 항암효과에 좋음-시력을 좋게 하고, 심장 및 혈관질환, 뇌졸증 등 혈액과 관련한 질병에 좋음. 열량 : 100g당 55kcal. 음식궁합 : 찬성분인 아로니아는 더운성질을 가진 사과나 귤, 유제품 등과 함께 먹으면 좋다.. 활용 : 주로 생과일, 냉동과일, 농축액, 분말 등의 다양한 형태로 이용하여 폴란드에서는 잼, 주스 , 차로도 마시고 아이스크림, 요거트 등에 이용한다.. 고르는 법 : 표면을 보았을때 쪼글거리는 것 없이 과피가 팽팽한 것이 좋고 과일꼭지 부분에 흰 곰팡이가 없어야 하며 껍질은 검은색이 짙을수록 좋다. 과피 안쪽부분이 붉은 빛으로 띄어야 한다.. 손질법 : 물에 베이킹소다를 풀어 겉에 남아 있는 이물질을 깨끗이 세척해주고 말려준 뒤 꼭지에 열매를 따서 정리해준다. 물기가 남아 있으면 빨리 물러질 수 있으니 물기 없이 말려주는 것이 중요하다. 보관법 : 상온 보관하게 되면 열매가 무르게 되면서 파리가 꼬일 수 있으니 가급적 냉장보관 해주는 것이 좋다.. "
151,들깨,"분류 : 특용작물류 > 종실류. 주요 생산지 : 가평,양평,춘천,원주,홍천. 제철 : 연중계속. 유사재료 : 참깨. 특징 : 봄에 심는 것과 겨울에 심는 것이 있는데, 봄에 심는 것은 열매를 먹는 것이고 가을에 심는 것은 잎을 먹기 위한 것임.. 효능 : 자양강장제로서 좋고, 혈관의 노화를 늦추는 데 도움을 줌-심장질환과 혈전 예방 등 성인병에 효능이 있음. 열량 : 100g당 540kcal. 음식궁합 : 육류와 궁합이 좋아서 돼지고기나 오리고기를 먹을 때 사용하면 들깨가 잡냄새를 잡아줌. 활용 : 주로 들기름으로 이용, 육류의 잡냄세 제거용, 죽 등에 사용. 고르는 법 : 껍질이 얇고 잘 벗겨지는 것, 껍질이 매끄럽고 낟알크기가 작은 것, 고른 입자와 유분함량이 높아서 촉촉한 느낌이 있는 것이 좋음. 손질법 : 물에 담가 살살 흔들어주면 흙이나 이물질은 밑으로 가라앉고, 들깨만 물 위에 뜨는데 떠있는 들깨를 작은 채로 건져내는 작업을 반복하면 깨끗한 통들깨를 얻을 수 있음. 보관법 : 냉동 보관하는 것이 좋고, 들기름은 산패가 빨리 진행되므로 냉장 보관을 하고 가급적 빨리 이용하는 것이 좋음. "
152,신선초,"분류 : 채소류. 주요 생산지 : 강원 원주, 횡성, 경기 양주, 충북 음성, 증평. 제철 : 8~9월. 유사재료 : 당귀(겉모양이 비슷하며 당귀에는 특유의 향이 남). 특징 : 오늘 자르면 내일 새싹이 나온다고 할 정도로 성장이 빠르고, 강한 생명력을 지니고 있음. 효능 : 피로회복과 신진대사 개선, 어지럼증 개선에 좋음, 칼콘은 정상세포의 암세포 전이를 방지하고, 쿠마린은 혈관 벽의 암세포 성장을 억제함. 열량 : 100g 34kcal. 음식궁합 : 신선초는 비타민과 무기질이 다량 함유되어 있어 동물성 단백질이 풍부한 돼지고기 등 육류와 같이섭취하면 영양 궁합이 좋음. 활용 : 약술, 나물볶음, 튀김, 녹즙 등. 고르는 법 : 선명한 녹색을 띠며, 잎이 연하고 시들지 않은 것. 손질법 : 흐르는 물에 잘 씻은 후, 끓는 물에 소금을 약간 넣고, 줄기 부분부터 넣어 살짝 데친 다음, 찬물에 헹궈 물기를 꼭 짠 후 사용. 보관법 : 젖은 신문지에 싸서 비닐 팩에 넣어 줄기가 바닥을 향하도록 세워서 냉장 보관함. "
153,대추,"분류 : 종실류. 주요 생산지 : 강원도. 제철 : 9~10월. 유사재료 : 대추야자(중동의 대표 간식으로 대추에 비해 쫀득하고 풍부한 영양을 자랑함). 특징 : 보은에서 나오는 대추가 유명하며, 일조량이 풍부한 온화한 기후에서 잘 자람. 효능 : 대추의 단맛은 긴장을 풀게 하고 흥분을 가라앉혀 신경안정효과가 있음, 대추를 달인 물은 원기회복과 강장제로 좋음. 열량 : 100g당 94kcal. 음식궁합 : 보은에서 나오는 대추가 유명하며, 일조량이 풍부한 온화한 기후에서 잘 자람. 활용 : 차, 술, 제과, 밥, 정과 등에 주로 활용함. 고르는 법 : 알이 굵고 크키는 균일하며, 색깔은 빨강색으로 밝으면서 반점이나 벌레자국이 없는 것. 손질법 : 말린 대추는 주름사이에 이물질이 많으므로 마른 솔로 잘 털어 내거나 대추를 담은 물에 청주를 약간 부어두면 주름이 펴지므로 물로 깨끗이 씻어서 사용. 보관법 : 마른 대추는 종이봉투에 담아 자연통풍을 시키고 기온이 높을때는 냉장 보관을 하는데, 키친타월에 감싸서 비닐팩에 넣어서 냉장보관. "
154,무화과,"분류 : 과일류. 주요 생산지 : 전남 영암. 제철 : 9~10월. 유사재료 : -. 특징 : 무화과(無花果)는 ‘꽃이 없는 열매’란 뜻으로 열매 자체가 꽃임. 효능 : 섬유질이 풍부하여 장운동을 도와 변의 양을 늘려주기 때문에 변비 완화에 도움이 됨. 열량 : 100g당 54kcal. 음식궁합 : 돼지고기 (단백질 분해효소인 피신이 풍부해 고기를 먹은 후 후식으로 무화과를 먹으면 소화가 잘 된다.). 활용 : 생식, 잼, 양갱, 젤리 등 주로 요리재료에 사용함. 고르는 법 : 잘 익을수록 향이 진하고, 말랑말랑하고, 꼭지가 싱싱한 것. 손질법 : 키친타월에 물을 묻혀 겉만 살짝 닦아내거나, 꼭지 부분이 위로 향하도록 들고 흐르는 물에 가볍게 씻어야 함. 보관법 : 구입 후 바로 먹는 것이 좋으며, 보관 기간은 최대 5일 이며, 필요시 냉동보관. "
155,흑미,"분류 : 곡류. 주요 생산지 : 전남 진도, 해남, 보성 등. 제철 : 9~10월. 유사재료 : -. 특징 : 밥을 지으면 보랏빛으로 물들이는 특유의 색과 톡톡 씹히는 식감 그리고 씹을수록 구 수하고 달콤한 향미를 느낄 수 있다.. 효능 : 흑미의 색소 성분인 안토시아닌은 유해산소와 결합하여 항산화 작용을 하여 세포손상을 막으며, 노화예방에 효과. 열량 : 100g당 364kcal. 음식궁합 : 콩(흑미에 부족한 필수아미노산을 콩의 단백질이 보완하여 영양적으로 궁합을 맞춰준다.. 활용 : 주로 밥, 죽, 누룽지로 이용하며 차,떡, 국수, 과자 등에 활용한다.. 고르는 법 : 모양과 형태가 완전한 쌀의 비율이 높으며 광택이 나면서 투명한 쌀이 좋다.. 손질법 : 쌀알을 물에서 두세 번 정도 문질러 씻어 이용한다.. 보관법 : 쌀이 햇빛에 노출되면 건조되면서 금이 가고 맛이 없어지므로 햇빛이 들지 않고 공기가 잘 통하는 곳에 보관해야 한다.. "
156,표고버섯,"분류 : 특용작물류 > 버섯류. 주요 생산지 : 장흥,청양,거제,통영,기장,남해,양산,공주 등. 제철 : 9~10월. 유사재료 : -. 특징 : 배지에 접종 생산 가능하며, 다양한 지역에서 재배되고 있음. 효능 : 항암효과, 항바이러스성 효과, 섬유소가 많아 변비에도 효과가 있음. 열량 : 100g당 27kcal. 음식궁합 : 돼지고기(콜레스테롤이 많은 돼지고기 섭취 시 표고버섯을 함께 먹으면 식이섬유소가 콜레스테롤의 흡수를 지연시키는 역할을 한다). 활용 : 생것은 주로 찌개, 잡채, 튀김 등에 쓰이며, 말린 것은 물에 불려 조림, 비빔밥, 볶음 등에 사용. 고르는 법 : 갓이 너무 피지 않고 색이 선명하며 주름지지 않은 것이 좋음. 손질법 : 갓 안쪽이 손상되지 않도록 흐르는 물에 가볍게 씻어냄. 보관법 : 깨끗이 손질하여 냉장 보관하고 보관 시 밀봉하여 수분을 유지하도록 함. "
