이름,id,대분류,소분류,재료,건강정보,조회수,link
대구살 토마토 케첩볶음,1992239,48164,48204,"['물', '후춧가루', '녹말', '식용유', '튀김옷', '설탕', '빨강피망', '튀김가루', '피망', '소금', '물녹말', '대구살', '양파', '토마토케첩']","['고혈압', '관절염']","3,711",/entry.nhn?docId=1992239&cid=48164&categoryId=48204
우엉버섯잡채,3406095,48164,48204,"['굵은소금', '당면', '시금치', '볶은소금', '매실원액', '매실주', '멸치다시마육수', '당근', '마늘', '후추', '식초', '간장', '우엉채', '양파', '생표고버섯', '홍피망', '깨소금']","['항암', '고혈압', '관절염']","3,531",/entry.nhn?docId=3406095&cid=48164&categoryId=48204
깻잎일본된장두부볶음,1989048,48164,48204,"['실파', '일본된장', '다시마', '깻잎', '통깨', '소금', '참기름', '맛술', '마늘', '두부']","['항암', '고혈압', '관절염']","3,382",/entry.nhn?docId=1989048&cid=48164&categoryId=48204
부추흰살생선볶음,1989065,48164,48204,"['뜬흰살', '청주', '부추', '깨소금', '후춧가루', '흰살', '소금', '참기름', '홍고추', '양파', '마늘', '간장']","['항암', '고혈압', '관절염']","2,216",/entry.nhn?docId=1989065&cid=48164&categoryId=48204
닭살쌀국수잡채,1989522,48164,48204,"['후춧가루', '당근', '참기름', '간장', '베트남매운고추', '물', '닭가슴살', '잡채양념', '청주', '미나리', '대파잎', '통후추', '양파', '마늘', '굴소스', '우엉', '식초', '소금', '닭삶을향신채', '파', '쌀국수']","['항암', '고혈압', '관절염']","1,925",/entry.nhn?docId=1989522&cid=48164&categoryId=48204
간편잡채,5687420,48164,48204,"['물', '당면', '삶는']",[],668,/entry.nhn?docId=5687420&cid=48164&categoryId=48204
해초를 곁들인 불고기,1992755,48164,48204,"['후춧가루', '마른해초류', '새송이버섯', '설탕', '참기름', '쇠고기양념', '쇠고기', '다진마늘', '깨소금', '맛술', '다진파', '간장']",[],480,/entry.nhn?docId=1992755&cid=48164&categoryId=48204
숙주채  조선요리제법,5706781,48164,48204,"['미나리', '식용유', '고춧가루', '숙주']",['고혈압'],270,/entry.nhn?docId=5706781&cid=48164&categoryId=48204
마늘종 새우볶음,1991305,48164,48204,"['마른새우', '식용유', '설탕', '물엿', '통깨', '소금', '참기름', '청주', '간장', '마늘종']",[],"246,893",/entry.nhn?docId=1991305&cid=48164&categoryId=48204
호박나물,1992623,48164,48204,"['올리브오일', '다진마늘', '들기름', '통깨', '호박', '소금', '새우젓', '다진파']",[],"196,755",/entry.nhn?docId=1992623&cid=48164&categoryId=48204
새송이버섯오징어채볶음,1989273,48164,48204,"['실파', '오징어채', '올리브오일', '새송이버섯', '설탕', '썬', '통깨', '볶음양념장', '소금', '참기름', '맛술', '마늘', '간장']","['항암', '고혈압', '관절염']","80,365",/entry.nhn?docId=1989273&cid=48164&categoryId=48204
마파두부,1990025,48164,48204,"['굴소스', '고추장', '청주', '파', '참기름', '붉은고추', '돼지고기', '고춧가루', '마늘', '두부']","['항암', '고혈압', '관절염']","50,991",/entry.nhn?docId=1990025&cid=48164&categoryId=48204
중화풍느타리버섯,1989264,48164,48204,"['실파', '굴소스', '부추', '느타리버섯', '후춧가루', '통깨', '소금', '참기름', '홍고추', '마늘', '청고추']","['항암', '고혈압', '관절염']","43,660",/entry.nhn?docId=1989264&cid=48164&categoryId=48204
가지다진쇠고기볶음,1989022,48164,48204,"['후춧가루', '쇠고기밑간', '통깨', '소금', '참기름', '간장', '가지', '마늘', '쇠고기', '마늘종']","['항암', '고혈압', '관절염']","43,638",/entry.nhn?docId=1989022&cid=48164&categoryId=48204
황태포마늘종볶음,1989299,48164,48204,"['마늘채', '참치액', '물엿', '통깨', '황태포', '참기름', '소금', '홍고추', '청주', '간장', '마늘종']",[],"32,335",/entry.nhn?docId=1989299&cid=48164&categoryId=48204
오징어볶음과 마늘종 양배추,1990290,48164,48204,"['고추장', '식물성', '대파', '당근', '양념장', '물엿', '통깨', '참기름', '다진마늘', '풋고추', '고춧가루', '양배추잎', '청주', '오징어', '마늘종']","['항암', '고혈압']","29,044",/entry.nhn?docId=1990290&cid=48164&categoryId=48204
배추채느타리버섯볶음,1989105,48164,48204,"['느타리버섯', '배춧잎', '쪽파', '청양고추', '썬', '통깨', '소금', '참기름', '홍고추', '맛술', '마늘', '흰']","['항암', '고혈압', '관절염']","22,787",/entry.nhn?docId=1989105&cid=48164&categoryId=48204
삼색나물,1991169,48164,48204,"['굵은소금', '물', '도라지', '시금치', '양조간장', '식용유', '고사리', '나물', '시금치나물', '고사리나물', '통깨', '도라지나물', '소금', '참기름', '국간장', '청주', '간장']","['항암', '관절염']","22,142",/entry.nhn?docId=1991169&cid=48164&categoryId=48204
감자 잔새우볶음,1990742,48164,48204,"['물', '배추', '채소', '잔새우', '참기름', '녹말물', '감자']","['항암', '고혈압']","16,022",/entry.nhn?docId=1990742&cid=48164&categoryId=48204
숙주생강버섯볶음,1989180,48164,48204,"['실파', '식물성', '숙주', '썬', '생강', '물엿', '볶음양념장', '표고버섯', '소금', '참기름', '깨소금', '마늘', '간장']","['항암', '고혈압', '관절염']","13,092",/entry.nhn?docId=1989180&cid=48164&categoryId=48204
삼겹살고추장채소볶음,1989489,48164,48204,"['홍고추', '고추장', '청주', '고추장양념장', '후춧가루', '대파', '양배추', '청양고추', '설탕', '생강', '고춧가루', '참기름', '돼지고기', '양파', '마늘', '간장']","['항암', '고혈압', '관절염']","12,124",/entry.nhn?docId=1989489&cid=48164&categoryId=48204
애호박오징어볶음,1989010,48164,48204,"['애호박', '깨소금', '후춧가루', '대파', '설탕', '청양고추', '마늘', '참기름', '볶음양념장', '고춧가루', '소금', '간장', '홍고추', '양파', '청주', '오징어']","['항암', '고혈압', '관절염']","11,774",/entry.nhn?docId=1989010&cid=48164&categoryId=48204
치즈오삼불고기,1990537,48164,48204,"['고추장', '후춧가루', '당근', '치즈', '물엿', '생강즙', '통깨', '고춧가루', '간장', '참기름', '다진마늘', '청피망', '양파', '삼겹살', '청주', '오징어', '소금']","['항암', '고혈압']","9,213",/entry.nhn?docId=1990537&cid=48164&categoryId=48204
숙주낙지고추볶음,1989584,48164,48204,"['실파', '청주', '숙주', '들기름', '청양고추', '낙지', '식물성기름', '썬', '생강', '소금', '홍고추', '마늘']","['항암', '고혈압', '관절염']","8,353",/entry.nhn?docId=1989584&cid=48164&categoryId=48204
오징어채소볶음,1990516,48164,48204,"['고추장', '후춧가루', '당근', '설탕', '올리고당', '통깨', '고춧가루', '소금', '참기름', '다진마늘', '청피망', '양파', '청주', '오징어']","['항암', '고혈압']","8,288",/entry.nhn?docId=1990516&cid=48164&categoryId=48204
단호박새우볶음,1990424,48164,48204,"['실파', '새우', '진간장', '양송이', '마늘', '소금', '단호박', '올리브유']","['항암', '고혈압', '관절염']","7,645",/entry.nhn?docId=1990424&cid=48164&categoryId=48204
김치 주꾸미 떡볶음,1992785,48164,48204,"['고추장', '후춧가루', '떡', '식용유', '양념장', '김치', '물엿', '고춧가루', '맛술', '다진마늘', '깨소금', '양파', '간장', '주꾸미']","['항암', '고혈압']","7,032",/entry.nhn?docId=1992785&cid=48164&categoryId=48204
시금치유부볶음,1988942,48164,48204,"['시금치', '후춧가루', '쪽파', '당근', '조림유부', '소금', '참기름', '맛술', '마늘', '깨소금']","['항암', '고혈압', '관절염']","6,737",/entry.nhn?docId=1988942&cid=48164&categoryId=48204
파인애플브로콜리볶음,1989815,48164,48204,"['굴소스', '후춧가루', '파인애플', '브로콜리', '소금', '라유소스', '양파']","['항암', '고혈압', '관절염']","5,325",/entry.nhn?docId=1989815&cid=48164&categoryId=48204
호박오가리목살볶음,1989004,48164,48204,"['고추장', '청주', '깨소금', '후춧가루', '쌀뜨물', '양념장', '호박오가리', '파', '물엿', '소금', '참기름', '간장', '돼지고기', '마늘', '고추가루']","['항암', '고혈압', '관절염']","5,291",/entry.nhn?docId=1989004&cid=48164&categoryId=48204
호박나물,1990379,48164,48204,"['깨', '애호박', '콩기름', '파', '소금', '참기름', '양파', '마늘']","['항암', '고혈압', '관절염']","5,006",/entry.nhn?docId=1990379&cid=48164&categoryId=48204
고사리 잡채,1992361,48164,48204,"['후춧가루', '당근', '설탕', '참기름', '다진마늘', '간장', '물', '당면', '시금치', '고사리양념', '마른고사리', '물엿', '쇠고기', '미나리', '쇠고기양념', '양파', '다진파', '식용유', '소금']","['항암', '고혈압']","4,336",/entry.nhn?docId=1992361&cid=48164&categoryId=48204
도토리묵 바지락볶음,1992772,48164,48204,"['굴소스', '바지락', '후춧가루', '마른도토리묵', '식용유', '붉은고추', '풋고추', '맛술', '마늘']","['항암', '고혈압', '관절염']","3,338",/entry.nhn?docId=1992772&cid=48164&categoryId=48204
가지콩볶음,1989023,48164,48204,"['검은콩', '들기름', '맛술', '소금', '홍고추', '가지', '마늘', '간장']","['항암', '고혈압', '관절염']","3,127",/entry.nhn?docId=1989023&cid=48164&categoryId=48204
깻잎나물,1990413,48164,48204,"['청장', '들기름', '들깨가루', '깻잎', '양파', '마늘', '깨소금']","['항암', '고혈압', '관절염']","2,832",/entry.nhn?docId=1990413&cid=48164&categoryId=48204
굴잡채,1993002,48164,48204,"['굴소스', '물', '청주', '굴', '후춧가루', '무말랭이밑간', '무말랭이', '식용유', '잡채양념', '숙주', '설탕', '참기름', '간장', '생강술', '풋고추', '양파', '마늘', '빨강파프리카']","['항암', '고혈압', '관절염']","2,485",/entry.nhn?docId=1993002&cid=48164&categoryId=48204
우엉채안심볶음,1989149,48164,48204,"['고추장', '후춧가루', '우엉', '당근', '대파', '물엿', '맛술', '간장', '참기름', '소금', '양파', '마늘', '쇠고기']","['항암', '고혈압', '관절염']","2,402",/entry.nhn?docId=1989149&cid=48164&categoryId=48204
가자미 고추볶음,1990875,48164,48204,"['청주', '후춧가루', '식용유', '양념장', '조청', '설탕', '청양고추', '생강', '생강즙', '가자미', '소금', '참기름', '붉은고추', '풋고추', '마늘', '간장']","['항암', '고혈압', '관절염']","2,087",/entry.nhn?docId=1990875&cid=48164&categoryId=48204
오징어 콩볶음,1992328,48164,48204,"['고추장', '후춧가루', '대파', '식용유', '마른고추', '양념', '설탕', '물엿', '고춧가루', '국간장', '참기름', '소금', '양파', '베이크드', '마늘', '오징어']","['항암', '고혈압', '관절염']",792,/entry.nhn?docId=1992328&cid=48164&categoryId=48204
떡볶이  이조궁정요리통고,5704960,48164,48204,"['당근', '달걀', '식용유', '숙주', '소고기', '미나리', '가래떡', '표고버섯', '양파', '호박고지']","['항암', '고혈압']",721,/entry.nhn?docId=5704960&cid=48164&categoryId=48204
잡채,5678166,48164,48204,"['물', '불린후', '당면', '후', '당근', '식용유', '계란', '마른표고버섯', '소금', '소금물', '오이', '양파']","['항암', '고혈압']",717,/entry.nhn?docId=5678166&cid=48164&categoryId=48204
죽순채,5678339,48164,48204,"['숙주', '소고기', '미나리', '계란', '마른표고버섯']",['고혈압'],700,/entry.nhn?docId=5678339&cid=48164&categoryId=48204
마늘종볶음,1988676,48164,48204,"['설탕', '간장', '콩기름', '양파', '깨소금', '마늘종']",['고혈압'],"606,591",/entry.nhn?docId=1988676&cid=48164&categoryId=48204
꽈리고추멸치볶음,1989036,48164,48204,"['설탕', '중멸치', '마늘', '물엿', '통깨', '볶음양념장', '꽈리고추', '참기름', '소금', '청주', '간장', '실고추']","['항암', '고혈압', '관절염']","248,458",/entry.nhn?docId=1989036&cid=48164&categoryId=48204
가지매운고추볶음,1989032,48164,48204,"['실파', '청양고추', '통깨', '죽염', '현미유', '참기름', '가지', '마늘', '실고추']","['항암', '고혈압', '관절염']","141,590",/entry.nhn?docId=1989032&cid=48164&categoryId=48204
표고버섯무고추볶음,1989266,48164,48204,"['청주', '깨소금', '대파', '흰', '청양고추', '참기름', '표고버섯', '생강가루', '소금', '홍고추', '마늘', '무']","['항암', '고혈압', '관절염']","110,109",/entry.nhn?docId=1989266&cid=48164&categoryId=48204
마늘종볶음,1990024,48164,48204,"['설탕', '간장', '콩기름', '파', '깨소금', '마늘종']",[],"55,019",/entry.nhn?docId=1990024&cid=48164&categoryId=48204
된장을 이용한 마파두부,1992219,48164,48204,"['된장', '고추기름', '다진돼지고기', '물', '후춧가루', '녹말', '생강', '소금', '참기름', '다진파', '마늘', '두부']","['항암', '고혈압', '관절염']","51,469",/entry.nhn?docId=1992219&cid=48164&categoryId=48204
매콤철판주꾸미볶음,1989588,48164,48204,"['청주', '깨소금', '후춧가루', '대파', '양배추', '청양고추', '물엿', '볶음양념장', '고춧가루', '소금', '참기름', '홍고추', '양파', '마늘', '간장', '주꾸미']","['항암', '고혈압', '관절염']","48,532",/entry.nhn?docId=1989588&cid=48164&categoryId=48204
깻잎나물,1988708,48164,48204,"['깨', '대파', '식용유', '양념', '설탕', '깻잎', '참기름', '간장']",['항암'],"39,691",/entry.nhn?docId=1988708&cid=48164&categoryId=48204
스팸 구절판,1991382,48164,48204,"['물', '깨소금', '후춧가루', '스팸', '식용유', '양념', '설탕', '밀가루', '참기름', '오이', '계란', '표고버섯', '소금', '간장', '다진마늘', '청피망', '홍피망', '쇠고기']",['항암'],"33,324",/entry.nhn?docId=1991382&cid=48164&categoryId=48204
채소어묵꽃당근데리야키볶음,1989215,48164,48204,"['데리야키소스', '대파', '당근', '다시마', '어묵', '마늘', '물엿', '통깨', '소금', '참기름', '홍고추', '청주', '간장']","['항암', '고혈압', '관절염']","30,102",/entry.nhn?docId=1989215&cid=48164&categoryId=48204
궁중떡볶이,1989453,48164,48204,"['실파', '후춧가루', '양념', '미나리', '물엿', '통깨', '가래떡', '잣가루', '간장', '참기름', '소금', '깨소금', '맛술', '마늘', '쇠고기', '실고추']","['항암', '고혈압', '관절염']","27,951",/entry.nhn?docId=1989453&cid=48164&categoryId=48204
